TABLE_NO,TABLE_NAME,CODEFLAG,ELEMENT,OTHER
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Lluvia,
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Nieve o lluvia y nieve mezcladas,
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Chubasco(s),
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,"Tormenta(s), con precipitación o sin ella",
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Ninguna observación de tiempo significativo,
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,VISIBILIDAD REDUCIDA (véase la nota),
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,"Fenómenos de ventisca, visibilidad reducida",
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,NIEBLA (véase la nota),
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,PRECIPITACIÓN (véase la nota),
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Llovizna,
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Lluvia,
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Nieve o hielo granulado,
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Chubascos o precipitación intermitente,
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Tormenta,
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Reservadas,
0 20 004/0 20 005,Tiempo pasado 1) y 2),Cifra de clave,Valor faltante,
0 20 006,Reglas de vuelo,Cifra de clave,Reglas de vuelo con instrumentos a baja altura - Techo de nubes < 500 pies y/o visibilidad < 1 milla,
0 20 006,Reglas de vuelo,Cifra de clave,Reglas de vuelo con instrumentos - Techo de nubes < 1000 pies y/o visibilidad < 3 millas,
0 20 006,Reglas de vuelo,Cifra de clave,Reglas de vuelo visual marginal 1000 pies ≤Techo < 3000 pies y/o 3 millas ≤ visibilidad < 5 millas,
0 20 006,Reglas de vuelo,Cifra de clave,Reglas de vuelo visual - Techo de nubes ≥3000 pies y/o visibilidad ≥ 5 millas,
0 20 006,Reglas de vuelo,Cifra de clave,Reservadas,
0 20 006,Reglas de vuelo,Cifra de clave,Valor faltante,
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Cielo despejado,
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Escasa,
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Dispersa,
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Fragmentada,
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Cielo cubierto,
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Reservada,
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Dispersa/fragmentada,(Muchas previsiones mencionan nubes dispersas/ fragmentadas o fragmentadas/cielo cubierto seguidas del (los) tipo(s) de nubes)
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Fragmentada/cielo cubierto,(Muchas previsiones mencionan nubes dispersas/ fragmentadas o fragmentadas/cielo cubierto seguidas del (los) tipo(s) de nubes)
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Nubes aisladas,(Utilizada en mapas de aviación para describir nubes del tipo Cb)
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Nubes aisladas subsumidas,(Utilizada en mapas de aviación para describir nubes del tipo Cb)
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Ocasionales,(Utilizada en mapas de aviación para describir nubes del tipo Cb)
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Ocasionales subsumidas,(Utilizada en mapas de aviación para describir nubes del tipo Cb)
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Frecuentes,(Utilizada en mapas de aviación para describir nubes del tipo Cb)
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Densas,(Utilizada en mapas de aviación para describir nubes que podrían provocar cambios repentinos en la visibilidad (menos de 1 000 m))
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Capas,
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Oscurecido (OSBC),
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Intercalado (EMBD),
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Frecuentemente intercalado,
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Reservadas,
0 20 008,Distribución de las nubes para la aviación,Cifra de clave,Valor faltante,
0 20 009,Indicador general del tiempo (TAF/METAR),Cifra de clave,Reservada,
0 20 009,Indicador general del tiempo (TAF/METAR),Cifra de clave,Ausencia de nubes significativas (NSC),
0 20 009,Indicador general del tiempo (TAF/METAR),Cifra de clave,CAVOK,
0 20 009,Indicador general del tiempo (TAF/METAR),Cifra de clave,Cielo despejado (SKC),
0 20 009,Indicador general del tiempo (TAF/METAR),Cifra de clave,Ausencia de tiempo significativo (NSW),
0 20 009,Indicador general del tiempo (TAF/METAR),Cifra de clave,Reservadas,
0 20 009,Indicador general del tiempo (TAF/METAR),Cifra de clave,Valor faltante,
0 20 011,Nubosidad,Cifra de clave,0,0
0 20 011,Nubosidad,Cifra de clave,"1 octa o menos, pero no cero","1/10 o menos, pero no cero"
0 20 011,Nubosidad,Cifra de clave,2 octas,2/10 - 3/10
0 20 011,Nubosidad,Cifra de clave,3 octas,4/10
0 20 011,Nubosidad,Cifra de clave,4 octas,5/10
0 20 011,Nubosidad,Cifra de clave,5 octas,6/10
0 20 011,Nubosidad,Cifra de clave,6 octas,7/10 - 8/10
0 20 011,Nubosidad,Cifra de clave,"7 octas o más, pero no 8 octas","9/10 o más, pero no 10/10"
0 20 011,Nubosidad,Cifra de clave,8 octas,10/10
0 20 011,Nubosidad,Cifra de clave,Cielo cubierto por la niebla y/u otros fenómenos meteorológicos,
0 20 011,Nubosidad,Cifra de clave,Cielo parcialmente cubierto por la niebla y/u otros fenómenos meteorológicos,
0 20 011,Nubosidad,Cifra de clave,Dispersa,
0 20 011,Nubosidad,Cifra de clave,Fragmentada,
0 20 011,Nubosidad,Cifra de clave,Escasa,
0 20 011,Nubosidad,Cifra de clave,Reservada,
0 20 011,Nubosidad,Cifra de clave,"La cubierta de nubes es indefinible por razones distintas de la niebla u otros fenómenos meteorológicos, o no se ha hecho ninguna observación",
0 20 012,Tipo de nubes,Cifra de clave,Cirrus (Ci),
0 20 012,Tipo de nubes,Cifra de clave,Cirrocúmulos (Cc),
0 20 012,Tipo de nubes,Cifra de clave,Cirrostratos (Cs),
0 20 012,Tipo de nubes,Cifra de clave,Altocúmulos (Ac),
0 20 012,Tipo de nubes,Cifra de clave,Altoestratos (As),
0 20 012,Tipo de nubes,Cifra de clave,Nimboestratos (Ns),
0 20 012,Tipo de nubes,Cifra de clave,Estratocúmulos (Sc),
0 20 012,Tipo de nubes,Cifra de clave,Estratos (St),
0 20 012,Tipo de nubes,Cifra de clave,Cúmulos (Cu),
0 20 012,Tipo de nubes,Cifra de clave,Cumulonimbus (Cb),
0 20 012,Tipo de nubes,Cifra de clave,No hay nubes CH,
0 20 012,Tipo de nubes,Cifra de clave,"Cirrus fibratus, a veces uncinus, que no invaden progresivamente el cielo",
0 20 012,Tipo de nubes,Cifra de clave,"Cirrus spissatus, en bancos o haces entreverados, que generalmente no aumentan y que a veces parecen restos de la parte superior de un cumulonimbus; o cirrus castellanus o floccus",
0 20 012,Tipo de nubes,Cifra de clave,Cirrus spissatus cumulonimbogenitus,
0 20 012,Tipo de nubes,Cifra de clave,"Cirrus uncinus o fibratus, o ambos, que invaden progresivamente el cielo; generalmente se hacen más densos en conjunto",
0 20 012,Tipo de nubes,Cifra de clave,"Cirrus (frecuentemente en bandas) y cirrostratos, o solo cirrostratos, que invaden progresivamente el cielo; generalmente se hacen más densos en conjunto, pero su velo continuo no llega a 45° sobre el horizonte",
0 20 012,Tipo de nubes,Cifra de clave,"Cirrus (frecuentemente en bandas) y cirrostratos, o solo cirrostratos, que invaden progresivamente el cielo; generalmente se hacen más densos en conjunto; su velo continuo se extiende a más de 45° sobre el horizonte, sin estar el cielo totalmente cubierto",
0 20 012,Tipo de nubes,Cifra de clave,Cirrostratos que cubren todo el cielo,
0 20 012,Tipo de nubes,Cifra de clave,Cirrostratos que no invaden progresivamente el cielo y que no lo cubren en su totalidad,
0 20 012,Tipo de nubes,Cifra de clave,"Solo cirrocúmulos, o cirrocúmulos predominando entre nubes CH",
0 20 012,Tipo de nubes,Cifra de clave,No hay nubes CM,
0 20 012,Tipo de nubes,Cifra de clave,Altoestratos translucidus,
0 20 012,Tipo de nubes,Cifra de clave,Altoestratos opacus o nimboestratos,
0 20 012,Tipo de nubes,Cifra de clave,Altocúmulos translucidus a un solo nivel,
0 20 012,Tipo de nubes,Cifra de clave,"Bancos (generalmente lenticulares) de altocúmulos translucidus, que cambian continuamente y se presentan en uno o más niveles",
0 20 012,Tipo de nubes,Cifra de clave,"Altocúmulos translucidus en bandas, o una o más capas de altocúmulos translucidus u opacus, que progresivamente invaden el cielo; estos altocúmulos generalmente se espesan en conjunto",
0 20 012,Tipo de nubes,Cifra de clave,Altocúmulos cumulogenitus (o cumulonimbogenitus),
0 20 012,Tipo de nubes,Cifra de clave,"Altocúmulos translucidus u opacus en dos o más capas, o altocúmulos opacus en una sola capa, que no invaden progresivamente el cielo, o altocúmulos con altoestratos o nimboestratos",
0 20 012,Tipo de nubes,Cifra de clave,Altocúmulos castellanus o floccus,
0 20 012,Tipo de nubes,Cifra de clave,"Altocúmulos de cielo caótico, generalmente a varios niveles",
0 20 012,Tipo de nubes,Cifra de clave,No hay nubes CL,
0 20 012,Tipo de nubes,Cifra de clave,"Cúmulos humilis ou cúmulos fractus que no sean los de mal tiempo*, o ambos",
0 20 012,Tipo de nubes,Cifra de clave,"Cúmulos mediocris o congestus, cúmulos de desarrollo vertical (TCU), con cúmulos de las especies fractus o humilis o estratocúmulos o sin ellos, todos con las bases a un mismo nivel",
0 20 012,Tipo de nubes,Cifra de clave,"Cumulonimbus calvus, con cúmulos, estratocúmulos o estratos o sin ellos",
0 20 012,Tipo de nubes,Cifra de clave,Estratocúmulos cumulogenitus,
0 20 012,Tipo de nubes,Cifra de clave,Estratocúmulos que no sean estratocúmulos cumulogenitus,
0 20 012,Tipo de nubes,Cifra de clave,"Estratos nebulosus o estratos fractus que no sean de mal tiempo*, o ambos",
0 20 012,Tipo de nubes,Cifra de clave,"Estratos fractus o cúmulos fractus de mal tiempo, o ambos (pannus), generalmente debajo de altoestratos o nimboestratos",
0 20 012,Tipo de nubes,Cifra de clave,"Cúmulos y estratocúmulos que no sean estratocúmulos cumulogenitus, con bases a nive- les diferentes",
0 20 012,Tipo de nubes,Cifra de clave,"Cumulonimbus capillatus (frecuentemente con yunque), con cumulonimbus calvus, cúmulos, estratocúmulos, estratos o pannus o sin ellos",
0 20 012,Tipo de nubes,Cifra de clave,CH,
0 20 012,Tipo de nubes,Cifra de clave,CM,
0 20 012,Tipo de nubes,Cifra de clave,CL,
0 20 012,Tipo de nubes,Cifra de clave,Despejado,
0 20 012,Tipo de nubes,Cifra de clave,Agua líquida,
0 20 012,Tipo de nubes,Cifra de clave,Agua subfundida en estado líquido,
0 20 012,Tipo de nubes,Cifra de clave,Fase mixta,
0 20 012,Tipo de nubes,Cifra de clave,Hielo ópticamente espeso,
0 20 012,Tipo de nubes,Cifra de clave,Hielo ópticamente delgado,
0 20 012,Tipo de nubes,Cifra de clave,Hielo en capas múltiples,
0 20 012,Tipo de nubes,Cifra de clave,Reservadas,
0 20 012,Tipo de nubes,Cifra de clave,"Nubes no visibles por la oscuridad, la niebla, tempestad de polvo o arena, o por otro fenómeno análogo",
0 20 012,Tipo de nubes,Cifra de clave,"Nubes CH invisibles por la oscuridad, la niebla, la ventisca alta de polvo o arena, o por otro fenómeno análogo, o por haber una capa continua de nubes más bajas",
0 20 012,Tipo de nubes,Cifra de clave,"Nubes CM invisibles por oscuridad, niebla, ventisca alta de polvo o arena, u otros fenómenos similares o por haber una capa continua de nubes más bajas",
0 20 012,Tipo de nubes,Cifra de clave,"Nubes CL invisibles por la oscuridad, la niebla, ventisca alta de polvo o arena, o por otros fenómenos análogos",
0 20 012,Tipo de nubes,Cifra de clave,Valor faltante,
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Nubes aisladas o fragmentos de nubes,
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Nubes continuas,
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Nubes fragmentadas — pequeños claros,cimas aplanadas
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Nubes fragmentadas — grandes claros,cimas aplanadas
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Nubes continuas,cimas aplanadas
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Nubes fragmentadas — pequeños claros,cimas onduladas
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Nubes fragmentadas — grandes claros,cimas onduladas
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Ondulaciones continuas o casi continuas con torres nubosas más arriba de la cima de la capa,
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Grupos de ondulaciones con torres nubosas más arriba de la cima de la capa,
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Dos o más capas a diferentes niveles,
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Reservadas,
0 20 017,Descripción de la cima de las nubes,Cifra de clave,Valor faltante,
0 20 018,Tendencia del alcance visual en pista,Cifra de clave,En aumento (U),
0 20 018,Tendencia del alcance visual en pista,Cifra de clave,Disminuyendo (D),
0 20 018,Tendencia del alcance visual en pista,Cifra de clave,Ausencia de cambio manifiesto (N),
0 20 018,Tendencia del alcance visual en pista,Cifra de clave,Valor faltante,
0 20 021,Tipo de precipitación,Número del bit,Precipitación de tipo desconocido,
0 20 021,Tipo de precipitación,Número del bit,Precipitación líquida no engelante,
0 20 021,Tipo de precipitación,Número del bit,Precipitación líquida engelante,
0 20 021,Tipo de precipitación,Número del bit,Llovizna,
0 20 021,Tipo de precipitación,Número del bit,Lluvia,
0 20 021,Tipo de precipitación,Número del bit,Precipitación sólida,
0 20 021,Tipo de precipitación,Número del bit,Nieve,
0 20 021,Tipo de precipitación,Número del bit,Cinarra,
0 20 021,Tipo de precipitación,Número del bit,Nieve granulada,
0 20 021,Tipo de precipitación,Número del bit,Hielo granulado,
0 20 021,Tipo de precipitación,Número del bit,Cristales de hielo,
0 20 021,Tipo de precipitación,Número del bit,Prismas de hielo,
0 20 021,Tipo de precipitación,Número del bit,Granizo menudo,
0 20 021,Tipo de precipitación,Número del bit,Granizo,
0 20 021,Tipo de precipitación,Número del bit,Hielo liso,
0 20 021,Tipo de precipitación,Número del bit,Cencellada blanca,
0 20 021,Tipo de precipitación,Número del bit,Cencellada blanca granulada,
0 20 021,Tipo de precipitación,Número del bit,Cencellada blanca cristalizada,
0 20 021,Tipo de precipitación,Número del bit,Cencellada transparente,
0 20 021,Tipo de precipitación,Número del bit,Nieve mojada,
0 20 021,Tipo de precipitación,Número del bit,Escarcha,
0 20 021,Tipo de precipitación,Número del bit,Rocío,
0 20 021,Tipo de precipitación,Número del bit,Rocío blanco,
0 20 021,Tipo de precipitación,Número del bit,Reservados,
0 20 021,Tipo de precipitación,Número del bit,Valor faltante,
0 20 022,Naturaleza de la precipitación,Cifra de clave,No hay precipitación,
0 20 022,Naturaleza de la precipitación,Cifra de clave,Continua,
0 20 022,Naturaleza de la precipitación,Cifra de clave,Intermitente,
0 20 022,Naturaleza de la precipitación,Cifra de clave,Chubasco,
0 20 022,Naturaleza de la precipitación,Cifra de clave,No llega al suelo,
0 20 022,Naturaleza de la precipitación,Cifra de clave,Depósito,
0 20 022,Naturaleza de la precipitación,Cifra de clave,Reservadas,
0 20 022,Naturaleza de la precipitación,Cifra de clave,Valor faltante,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Torbellino de polvo/arena,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Turbonadas,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Tempestad de arena,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Tempestad de polvo,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Rayo — de nube a superficie,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Rayo — de nube a nube,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Rayo — distante,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Tormenta,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Nube con forma de embudo que no toca la superficie,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Nube con forma de embudo que toca la superficie,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Roción,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Tromba de agua,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Cizalladura de viento,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Remolinos de polvo,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Reservados,
0 20 023,Otros fenómenos meteorológicos,Número del bit,Valor faltante,
0 20 024,Intensidad de los fenómenos,Cifra de clave,Ausencia de fenómenos,
0 20 024,Intensidad de los fenómenos,Cifra de clave,Ligero,
0 20 024,Intensidad de los fenómenos,Cifra de clave,Moderado,
0 20 024,Intensidad de los fenómenos,Cifra de clave,Fuerte,
0 20 024,Intensidad de los fenómenos,Cifra de clave,Violento,
0 20 024,Intensidad de los fenómenos,Cifra de clave,Instenso,
0 20 024,Intensidad de los fenómenos,Cifra de clave,Muy instenso,
0 20 024,Intensidad de los fenómenos,Cifra de clave,Valor faltante,
0 20 025,Oscurecimiento,Número del bit,Niebla,
0 20 025,Oscurecimiento,Número del bit,Niebla helada,
0 20 025,Oscurecimiento,Número del bit,Vapor de niebla,
0 20 025,Oscurecimiento,Número del bit,Reservados,
0 20 025,Oscurecimiento,Número del bit,Bruma,
0 20 025,Oscurecimiento,Número del bit,Calima,
0 20 025,Oscurecimiento,Número del bit,Humo,
0 20 025,Oscurecimiento,Número del bit,Ceniza volcánica,
0 20 025,Oscurecimiento,Número del bit,Polvo,
0 20 025,Oscurecimiento,Número del bit,Arena,
0 20 025,Oscurecimiento,Número del bit,Nieve,
0 20 025,Oscurecimiento,Número del bit,Nubes,
0 20 025,Oscurecimiento,Número del bit,Precipitación,
0 20 025,Oscurecimiento,Número del bit,Imposible determinar si hay o no precipitación de nieve 17-20,Reservados
0 20 025,Oscurecimiento,Número del bit,Valor faltante,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Sin cambios,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Poco profundo,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Bancos,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Parcial,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Engelante,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Ventisca baja,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Ventisca alta,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Aumentando,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Disminuyendo,
0 20 026,Carácter del oscurecimiento,Cifra de clave,En suspensión en el aire,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Muro,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Denso,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Resplandor blanco,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Ventisca baja y ventisca alta,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Reservada,
0 20 026,Carácter del oscurecimiento,Cifra de clave,Valor faltante,
0 20 027,Ocurrencia de los fenómenos*,Número del bit,A la hora de observación,
0 20 027,Ocurrencia de los fenómenos*,Número del bit,En la hora precedente,
0 20 027,Ocurrencia de los fenómenos*,Número del bit,En el período del tiempo pasado W1W2,
0 20 027,Ocurrencia de los fenómenos*,Número del bit,En el período de tiempo especificado,
0 20 027,Ocurrencia de los fenómenos*,Número del bit,Reservado,
0 20 027,Ocurrencia de los fenómenos*,Número del bit,Por debajo del nivel de la estación,
0 20 027,Ocurrencia de los fenómenos*,Número del bit,En la estación (véase la Nota 1)),
0 20 027,Ocurrencia de los fenómenos*,Número del bit,En las cercanías (véase la Nota 2)),
0 20 027,Ocurrencia de los fenómenos*,Número del bit,Valor faltante,
0 20 028,Cambio esperado en intensidad,Cifra de clave,Ningún cambio (NC),
0 20 028,Cambio esperado en intensidad,Cifra de clave,Predicción de debilitamiento (WKN),
0 20 028,Cambio esperado en intensidad,Cifra de clave,Predicción de intensificación (INTSF),
0 20 028,Cambio esperado en intensidad,Cifra de clave,Reservadas,
0 20 028,Cambio esperado en intensidad,Cifra de clave,Valor faltante,
0 20 029,Banderín de lluvia,Cifra de clave,Ausencia de lluvia,
0 20 029,Banderín de lluvia,Cifra de clave,Lluvia,
0 20 029,Banderín de lluvia,Cifra de clave,Reservada,
0 20 029,Banderín de lluvia,Cifra de clave,Valor faltante,
0 20 032,Velocidad de acumulación del hielo (estimada),Cifra de clave,El hielo no se acumula,
0 20 032,Velocidad de acumulación del hielo (estimada),Cifra de clave,El hielo se acumula lentamente,
0 20 032,Velocidad de acumulación del hielo (estimada),Cifra de clave,El hielo se acumula rápidamente,
0 20 032,Velocidad de acumulación del hielo (estimada),Cifra de clave,El hielo se funde o quiebra lentamente,
0 20 032,Velocidad de acumulación del hielo (estimada),Cifra de clave,El hielo se funde o quiebra rápidamente,
0 20 032,Velocidad de acumulación del hielo (estimada),Cifra de clave,Reservadas,
0 20 032,Velocidad de acumulación del hielo (estimada),Cifra de clave,Valor faltante,
0 20 033,Causa de la acumulación del hielo,Número del bit,Engelamiento causado por roción oceánico,
0 20 033,Causa de la acumulación del hielo,Número del bit,Engelamiento causado por la niebla,
0 20 033,Causa de la acumulación del hielo,Número del bit,Engelamiento causado por la lluvia,
0 20 033,Causa de la acumulación del hielo,Número del bit,Valor faltante,
0 20 034,Concentración del hielo marino,Cifra de clave,Ningún hielo a la vista,
0 20 034,Concentración del hielo marino,Cifra de clave,"Buque en canal abierto con una anchura de más de 1,0 milla marina, o buque en hielo fijo con frontera superior al límite de visibilidad",
0 20 034,Concentración del hielo marino,Cifra de clave,"Presencia de hielos marinos en concentraciones inferiores a 3/10 (3/8), aguas libres o hielo a la deriva muy abierto",La concentración de hielos marinos es uniforme en la zona de observación
0 20 034,Concentración del hielo marino,Cifra de clave,"4/10 a 6/10 (3/8 menos de 6/8), hielo a la deriva muy abierto",La concentración de hielos marinos es uniforme en la zona de observación
0 20 034,Concentración del hielo marino,Cifra de clave,"7/10 a 8/10 (6/8 a menos de 7/8), hielo a la deriva muy cerrado",La concentración de hielos marinos es uniforme en la zona de observación
0 20 034,Concentración del hielo marino,Cifra de clave,"9/10 o más, pero inferior a 10/10 (7/8 a menos de 8/8), hielo a la deriva muy cerrado",La concentración de hielos marinos es uniforme en la zona de observación
0 20 034,Concentración del hielo marino,Cifra de clave,Cintas y bancos de hielo a la deriva con agua libre entre los hielos,La concentración de hielos marinos no es uniforme en la zona de observación
0 20 034,Concentración del hielo marino,Cifra de clave,"Cintas y bancos de hielo a la deriva cerrado o muy cerrado, separados por zonas donde la concentración es menor",La concentración de hielos marinos no es uniforme en la zona de observación
0 20 034,Concentración del hielo marino,Cifra de clave,"Hielo fijo con aguas libres, hielo muy abierto o abierto a la deriva a lo largo de la frontera del hielo",La concentración de hielos marinos no es uniforme en la zona de observación
0 20 034,Concentración del hielo marino,Cifra de clave,Hielo fijo con hielo a la deriva cerrado o muy cerrado a lo largo de la línea frontera del hielo,La concentración de hielos marinos no es uniforme en la zona de observación
0 20 034,Concentración del hielo marino,Cifra de clave,Reservadas,
0 20 034,Concentración del hielo marino,Cifra de clave,"Informe imposible debido a la oscuridad, a la falta de visibilidad o al hecho de que el buque se encuentra a más de 0,5 milla marina del borde del hielo",
0 20 034,Concentración del hielo marino,Cifra de clave,Reservadas,
0 20 034,Concentración del hielo marino,Cifra de clave,Valor faltante,
0 20 035,Cantidad y tipo de hielo,Cifra de clave,Ningún hielo de origen terrestre,
0 20 035,Cantidad y tipo de hielo,Cifra de clave,"1-5 témpanos, ningún gruñón o tempanito",
0 20 035,Cantidad y tipo de hielo,Cifra de clave,"6-10 témpanos, ningún gruñón o tempanito",
0 20 035,Cantidad y tipo de hielo,Cifra de clave,"11-20 témpanos, ningún gruñón o tempanito",
0 20 035,Cantidad y tipo de hielo,Cifra de clave,Hasta 10 gruñones y tempanitos inclusive - ningún témpano,
0 20 035,Cantidad y tipo de hielo,Cifra de clave,Más de 10 gruñones y tempanitos - ningún témpano,
0 20 035,Cantidad y tipo de hielo,Cifra de clave,1-5 témpanos con gruñones y tempanitos,
0 20 035,Cantidad y tipo de hielo,Cifra de clave,6-10 témpanos con gruñones y tempanitos,
0 20 035,Cantidad y tipo de hielo,Cifra de clave,11-20 témpanos con gruñones y tempanitos,
0 20 035,Cantidad y tipo de hielo,Cifra de clave,Más de 20 témpanos con gruñones y tempanitos — grandes riesgos para la navegación,
0 20 035,Cantidad y tipo de hielo,Cifra de clave,Reservadas,
0 20 035,Cantidad y tipo de hielo,Cifra de clave,"Imposible dar información debido a la oscuridad, a la falta de visibilidad o al hecho de que solo se ve hielo marino",
0 20 035,Cantidad y tipo de hielo,Cifra de clave,Valor faltante,
0 20 036,Situación en el hielo,Cifra de clave,Buque en aguas libres con hielo flotante a la vista,
0 20 036,Situación en el hielo,Cifra de clave,Buque en zona de hielo fácilmente penetrable; mejoran las condiciones,
0 20 036,Situación en el hielo,Cifra de clave,Buque en zona de hielo fácilmente penetrable; no cambian las condiciones,
0 20 036,Situación en el hielo,Cifra de clave,Buque en zona de hielo fácilmente penetrable; empeoran las condiciones,
0 20 036,Situación en el hielo,Cifra de clave,Buque en zona de hielo difícil de penetrar; mejoran las condiciones,
0 20 036,Situación en el hielo,Cifra de clave,Buque en zona de hielo difícil de penetrar; no cambian las condiciones,
0 20 036,Situación en el hielo,Cifra de clave,Buque en zona de hielo difícil de penetrar en condiciones que empeoran. Las formaciones de hielo y masas de hielo flotante se unen,
0 20 036,Situación en el hielo,Cifra de clave,Buque en zona de hielo difícil de penetrar en condiciones que empeoran. Hielo sometido a débil presión,
0 20 036,Situación en el hielo,Cifra de clave,Buque en zona de hielo difícil de penetrar en condiciones que empeoran. Hielo sometido a presión moderada o fuerte,
0 20 036,Situación en el hielo,Cifra de clave,Buque en zona de hielo difícil de penetrar en condiciones que empeoran. Buque bloqueado,
0 20 036,Situación en el hielo,Cifra de clave,Reservadas,
0 20 036,Situación en el hielo,Cifra de clave,Imposible dar información debido a la oscuridad o a la falta de visibilidad,
0 20 036,Situación en el hielo,Cifra de clave,Valor faltante,
0 20 037,Formación del hielo,Cifra de clave,"Hielo nuevo solamente (cristales de hielo, hielo grasoso, grumo, shuga)",
0 20 037,Formación del hielo,Cifra de clave,"Nilas o costra de hielo, de espesor inferior a 10 cm",
0 20 037,Formación del hielo,Cifra de clave,"Hielo joven (hielo gris, hielo gris-blanco), de 10 a 30 cm de espesor",
0 20 037,Formación del hielo,Cifra de clave,Predominancia de hielo nuevo y/o hielo joven con un poco de hielo del primer año,
0 20 037,Formación del hielo,Cifra de clave,Predominancia de hielo delgado del primer año con un poco de hielo nuevo y/o hielo joven,
0 20 037,Formación del hielo,Cifra de clave,Hielo delgado del primer año únicamente (30-70 cm de espesor),
0 20 037,Formación del hielo,Cifra de clave,Predominancia de hielo medio del primer año (70-120 cm de espesor) y de hielo grueso del primer año (>120 cm de espesor) con un poco de hielo del primer año más delgado (más joven),
0 20 037,Formación del hielo,Cifra de clave,Hielo medio y grueso del primer año solamente,
