FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
0 25 185,Método de encriptación,255,Valor faltante,,,,,
0 25 187,Banderín de confianza,0,Válido,,,,,
0 25 187,Banderín de confianza,1,Inválido,,,,,
0 25 187,Banderín de confianza,2-14,Reservadas,,,,,
0 25 187,Banderín de confianza,15,Valor faltante,,,,,
0 25 188,Método para reducir la presión al nivel del mar,0,Presión ajustada al nivel medio del mar con arreglo a la publicación OMM-N° 8* para las estaciones de bajo nivel (< 50 m),,,,,
0 25 188,Método para reducir la presión al nivel del mar,1,Presión ajustada al nivel medio del mar con arreglo a la publicación OMM-N° 8 para las estaciones por debajo de 750 m,,,,,
0 25 188,Método para reducir la presión al nivel del mar,2,Presión ajustada al nivel del mar con arreglo a la práctica nacional,,,,,
0 25 188,Método para reducir la presión al nivel del mar,3,Presión ajustada al nivel del mar local con arreglo a la práctica nacional,,,,,
0 25 188,Método para reducir la presión al nivel del mar,4,Presión no corregida para la altura,,,,,
0 25 188,Método para reducir la presión al nivel del mar,5-14,Reservadas,,,,,
0 25 188,Método para reducir la presión al nivel del mar,15,Valor faltante,,,,,
0 25 190,Modo de cálculo del eco del altímetro,0,Modo de baja resolución (LRM),,,,,
0 25 190,Modo de cálculo del eco del altímetro,1,Radar de apertura sintética (SAR),,,,,
0 25 190,Modo de cálculo del eco del altímetro,2,LRM y SAR (intercalados),,,,,
0 25 190,Modo de cálculo del eco del altímetro,3,Pseudo-LRM (PLRM),,,,,
0 25 190,Modo de cálculo del eco del altímetro,4,Modo SAR interferométrico (SARin),,,,,
0 25 190,Modo de cálculo del eco del altímetro,5-254,Reservadas,,,,,
0 25 190,Modo de cálculo del eco del altímetro,255,Valor faltante,,,,,
0 25 191,Modo de seguimiento del altímetro,0,Bucle abierto,,,,,
0 25 191,Modo de seguimiento del altímetro,1,Bucle cerrado,,,,,
0 25 191,Modo de seguimiento del altímetro,2,Ganancia fija de bucle abierto,,,,,
0 25 191,Modo de seguimiento del altímetro,3-254,Reservadas,,,,,
0 25 191,Modo de seguimiento del altímetro,255,Valor faltante,,,,,
